Horodateur,Catégorie,Type de Question,Question,Réponse,Quelle est la difficulté de la question ? (subjectif),Votre nom,"Est-ce une question Troll ? (réponse sincère attendue, on pourra peut-être en faire un aspect du Trivial)",Nombre de Question
05/02/2020 15:38:18,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Dans le jeu vidéo Dofus, comment s'appelle l'île céleste où commence les débutants ?",Incarnam,2,Tiéno,Non,
05/02/2020 15:39:33,Montreuil,Question classique,De quel instrument joue Tiéno ?,Du pipeau,1,Clem,Oui,
05/02/2020 15:42:15,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Qu'ont en commun le drapeau de la France et le logo de la NASA ?,Les couleurs,1,Clem,Non,
05/02/2020 15:44:21,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Comment se nomme l'antagoniste principal de the Legend of Zelda ?,Ganondorf,3,Tiéno,Non,
05/02/2020 15:47:26,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Au Catane extension villes et chevaliers, lorsque les barbares attaquent que se passe-t-il si l'île n'est pas protégée ?",les joueurs qui défendent le moins perdent une ville,4,Tiéno,Non,
05/02/2020 15:50:09,Histoire (Politique & Date),Question classique,Combien de temps dur le mandat présidentiel américain ? ,4 ans,1,Gogo,Non,
05/02/2020 15:50:19,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Sur une mire de volley-ball, combien de bandes rouge doivent dépasser du filet ?",4,4,Tiéno,Non,
05/02/2020 15:52:27,Histoire (Politique & Date),Question classique,"Traditionnellement, à quel mois ont lieu les élections présidentielles aux Etats-Unis ? ",novembre ,2,Gogo,Non,
05/02/2020 15:54:52,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quel est le courant océanique le plus puissant ?,Le Gulf Stream,2,Clem,Non,
05/02/2020 15:56:03,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quel est le deuxième  courant océanique le plus puissant ?,Le Kuroshio,5,Clem,Non,
05/02/2020 15:57:12,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Qu'est-ce que la circulation thermohaline ?,La circulation océanique engendrée par les différences de densité de l'eau de mer,4,Clem,Non,
05/02/2020 16:02:26,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Que mesure-t on en Sverdrup ?,Le débit des courants océaniques,5,Clem,Non,
05/02/2020 16:13:37,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Combien vaut un Sverdrup en m³/s,1 million,5,Clem,Non,
05/02/2020 16:14:25,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quel était la profession de Harald Sverdrup ?,Océanographe / Météorologiste ,5,Clem,Non,
05/02/2020 16:20:35,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Quels gaz, à l'origine de la dégradation de la couche d'ozone, ont été interdits via le Protocole de Montréal ?",Les CFC,4,Clem,Non,
05/02/2020 16:21:55,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quel processus physique naturel permet à la Terre de gagner une trentaine de degré ?,L'effet de serre,1,Clem,Non,
05/02/2020 16:23:01,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quel est le diamètre du télescope spatial Hubble ?,"2,4 m",3,Clem,Non,
05/02/2020 16:24:22,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Quel est le nom du futur télescope spatial, sensé remplacer Hubble en 2021 ?",James-Webb,2,Clem,Non,
05/02/2020 16:25:09,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Comment se nomme l'agence spatiale japonaise ?,La JAXA,3,Clem,Non,
05/02/2020 16:33:33,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Qu'est-ce que l'albédo ?,Le pouvoir réfléchissant d'une surface,3,Clem,Non,
05/02/2020 17:07:23,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,A partir de quelle altitude peut on apercevoir simultanément les deux poles de la terre (si on considère que c'est une sphère parfaite) ?,Aucune ! Il faudrait s'éloigner à l'infini,2,Félicien,Non,
05/02/2020 17:09:00,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Puis-je faire échec et mat avec pour seules pièces sous mon contrôle un roi et un fou ?,Non,1,Félicien,Non,
05/02/2020 17:11:33,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Quelle chaîne diffuse depuis 1991 tous les premiers samedis du mois à minuit ""Le journal du Hard"", émission qui présente l'actualité du cinéma pornographique ?",Canal+,2,Félicien,Non,
05/02/2020 17:14:18,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Que trouverait t-on en réalité si on plongeait 20000 lieues sous la surface de la mer ?,Du vide : on traverserait largement la Terre et on se retrouverait dans l'espace.,2,Félicien,Non,
05/02/2020 17:15:22,Histoire (Politique & Date),Question classique,"Pourquoi Pépin le Bref est il appelé ""Le Bref"" ?","Il était petit ! Bref signifiait ""court""",2,Félicien,Non,
05/02/2020 17:18:19,Géographie (Cartographie & Géographie humaine),Question classique,"Lequel de ces pays n'existe pas : ""Afghanistan"" ""Kazakhstan"" ""Kirghizistan"" ""Kurdistan"" ""Ouzbékistan"" ""Pakistan"" ""Tadjikistan"" ""Turkménistan"" ?","Kurdistan (c'est une région qui s'étend sur la Turquie, l'Irak, L'Iran, et la Syrie).",2,Félicien,Non,
05/02/2020 22:08:50,Géographie (Cartographie & Géographie humaine),Question classique,"Il est minuit à Tokyo, quelle heure est il au Mali ?",15h (et non 5h comme le prétend Manu chao),3,Félicien,Non,
05/02/2020 22:16:55,Histoire (Politique & Date),Question classique,"Qui a dit : ""Le bolchevisme est un enfant illégitime du christianisme."" ?",Adolf Hitler,5,Félicien,Non,
05/02/2020 22:21:48,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quel est le futur antérieur du verbe s'esclaffer (1ere personne du singulier) ?,Je me serai esclaffé,4,Félicien,Non,
05/02/2020 22:28:37,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Quelle bande dessinée relate l'idylle homosexuelle d'un petit moustachu et d'un gros sous l'emprise permanente d'un puissant psychotrope préparé par le doyen du quartier, lequel deale à toute sa cité en cas d'invasion Roumaine ?",Astérix !,1,Félicien,Non,
05/02/2020 22:35:55,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quelle course ne pourrait avoir lieu dans les temps dans le modèle de la terre plate où le pôle nord est au centre du monde ?,"Le Vendée Globe ! Elle fait le tour de l'Antarctique, ce qui mettrait des années si la terre était plate et l'Antarctique à son extrémité.",2,Félicien,Non,
05/02/2020 22:41:18,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Si je suis droitier, au triple saut, quels vont être les trois appuis ? (Exemple : gauche, droite, gauche, ou bien droite droite droite si je suis unijambiste)","Droite, droite, et gauche.",3,Félicien,Non,
06/02/2020 11:21:50,Montreuil,Question classique,Combien y-avait-il de questions dans ce trivial le 17/01/2020 à 14h10 (heure locale de Paris) ? (+/- 5) ,200,3,B2o,Non,
06/02/2020 11:24:54,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Qui a écrit le roman « l’Art de la joie » publié entre 1994 ?,(Goliarda) Sapienza ,4,B2o,Non,
06/02/2020 11:46:53,Histoire (Politique & Date),"QCM (séparer les choix avec des "";"" )","Combien de manifestants les organisateurs recensés à Paris le 5 décembres 2019 contre la réforme des retraites ?  200 000, 250 000, 350 000, 400 000",250000,2,B2o,Non,
06/02/2020 11:50:19,Montreuil,Question classique,Comment s’appelle la société dans laquelle Alix Bourrée travaille ? (Le 6/02/2020),Civiliz ,2,B2o,Non,
06/02/2020 13:23:26,Géographie (Cartographie & Géographie humaine),Question classique,Quelle est la ville la plus froide de France ?,Mouthe,3,Clem,Non,
06/02/2020 13:24:49,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quelle est le record minimal de température relevé en France ? (0.5°C près),"-36,7° C",4,Clem,Non,
06/02/2020 19:20:52,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"A 15% près, quel est le nombre de vues de Despacito (question posée le 6 février 2020)",6 Milliards 621 millions,3,Gaston,Non,
06/02/2020 19:24:21,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quel est le titre de la 3eme vidéo la plus vue sur Youtube ? (Question posée le 6 février 2020),Baby Shark,4,Gaston,Non,
07/02/2020 00:41:48,Géographie (Cartographie & Géographie humaine),Question classique,Où se trouve la place saint Marc ?,A Venise,1,Félicien,Non,
07/02/2020 00:44:51,Histoire (Politique & Date),Question classique,"Avant la réforme des départements, comment s'appelait le département qui contient aujourd'hui Paris?",La Seine,2,Félicien,Non,
07/02/2020 00:45:39,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Dans les misérables, qui est la mère de Causette ?",Fantine,2,Félicien,Non,
07/02/2020 00:47:31,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Quelle chaîne TV diffuse ""karambolage"", présentant un court extrait dont le téléspectateur doit retrouver la provenance géographique ?","ARTE (les extraits sont filmés en France, ou en Allemagne)",4,Félicien,Non,
07/02/2020 00:52:15,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Le centre d'un cyclone ne peut pas se trouver sur une terre. Vrai ou faux ?,Faux. Des cyclones traversent régulièrement des îles mais sur des continents ils meurent vite faute d'humidité.,1,Félicien,Non,
07/02/2020 00:57:51,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Le plongeon à tremplin à 2 mètres est olympique. Vrai ou faux ?,Faux. Ceux de 3 et 10 mètres le sont,1,Félicien,Non,
07/02/2020 15:50:21,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Dans le jeu vidéo League of Legend, quel personnage a comme surnom ""scout de bantam"" ?",Teemo,4,Tiéno,Non,
07/02/2020 15:52:01,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Au tarot, quelle carte est surnommée ""le petit"" ?",le 1 d'atout,1,Tiéno,Non,
07/02/2020 15:55:33,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Au tarot, quelle tête y a-t-il en plus comparé à un jeu de 52 cartes ?",le cavalier,2,Tiéno,Non,
07/02/2020 16:04:20,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Qui est le créateur du célèbre jeu de société colons de Catane ?,Klaus Teuber,4,Tiéno,Non,
07/02/2020 16:06:14,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Au Catane extension villes et chevaliers, quels sont les trois articles de commerces ?","la laine, le papier et la pièce",4,Tiéno,Non,
07/02/2020 16:09:46,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Au Catane extension villes et chevaliers, quel titre obtient-on lorsque l'on défend le plus l'île ?",sauveur de catane,5,Tiéno,Non,
07/02/2020 18:12:33,Histoire (Politique & Date),Question classique,Quelles sont les dates de début et de fin de la Guerre de cent ans ,1337-1453,2,Tiéno,Non,
07/02/2020 18:14:05,Histoire (Politique & Date),Question classique,Quel mois et année à lieu l’opération barbarossa,Juin 1941,2,Alice,Non,
07/02/2020 18:16:38,Histoire (Politique & Date),Question classique,Que Se passe t’il le 17 septembre 1986 à Paris ,Le magasin tati de la rue de rennes connait un attentat ,2,Alice,Oui,
07/02/2020 18:25:30,Histoire (Politique & Date),Question classique,De quand à quand Marie de medicis est elle régente? ,1610-1614,3,Alice,Non,
07/02/2020 18:26:32,Histoire (Politique & Date),Question classique,Durant le règne de quel roi Marié de medicis est elle regente ,Louis XIII,1,Alice,Non,
07/02/2020 18:48:47,Histoire (Politique & Date),Question classique,Qui prononce en 1862 le discours du fer et du sang?,Otto von Bismarck,2,Alice,Non,
07/02/2020 18:50:04,Histoire (Politique & Date),Question classique,En quelle année est proclamée la déclaration d'indépendance des E-U?,1776,1,Alice,Non,
07/02/2020 18:50:59,Histoire (Politique & Date),Question classique,De quand à quand Gorbatchev est-il dirigeant de l'URSS,1988-1989,3,Alice,Non,
07/02/2020 18:53:40,Histoire (Politique & Date),Question classique,De quand à quand Gorbatchev ( vérifiée) est-il dirigeant de l'URSS?,1985-1991 si l'on considère qu'être le dirigeant du parti communiste soviétique faisait de lui le dirigeant de l'URSS,3,Alice,Non,
07/02/2020 18:55:26,Histoire (Politique & Date),Question classique,Comment s'appelle la loi qui abolie l'esclavage au Brésil?,La loi d'or,4,Alice,Non,
07/02/2020 18:56:16,Histoire (Politique & Date),Question classique,En quelle année a lieu l'unification allemande?,1871,1,Alice,Non,
07/02/2020 18:58:01,Histoire (Politique & Date),Question classique,En quelle année a lieu l'unification italienne?,1871 mais cette question reste encore très débattue,2,Alice,Non,
07/02/2020 18:58:48,Histoire (Politique & Date),Question classique,Qu'est ce que le Risorgimento? ,Le processus de l'unification italienne jusqu'à son aboutissement,2,Alice,Non,
07/02/2020 19:00:31,Histoire (Politique & Date),Question classique,Quel est le premier roi d'Italie?,Vittorio Emanuele II,2,Alice,Non,
07/02/2020 20:22:13,Géographie (Cartographie & Géographie humaine),Question classique,Quelle est la capitale de la macédoine? ,Skopje ,1,Alice,Non,
08/02/2020 13:06:40,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)","QCM (séparer les choix avec des "";"" )",Quel est la race du chien de Stephen King? Corgi ; Dalmatien ; Husky ; Bull Terrier,Corgi.,2,Lila,Non,
08/02/2020 13:36:30,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Combien de jours dure Logistics, le film le plus long du monde ? (à 3 près) ",35j et 17h (857h),4,Marius,Non,
09/02/2020 17:02:24,Histoire (Politique & Date),Question classique,De quel pays Alexander Dubcek a t il été le dirigeant ?,La république socialiste Tchécoslovaque,3,Pat le boss,Non,
09/02/2020 17:06:41,Histoire (Politique & Date),"QCM (séparer les choix avec des "";"" )",Qui est le père du socialisme à visage humain ? Karl Marx; Alexander Dubcek;François Mitterrand;Jean Jaurès,Alexander Dubcek,5,Pat le boss,Non,
